paper_ID,GPUs,CPUs
2021/Yang and Chen - 2021 - Unsupervised learning for cuboid shape abstraction via joint segmentation from point clouds,['NVIDIA GeForce GTX 1080 Ti'],[]
2021/Yang et al. - 2021 - Clebsch gauge fluid,"['NVIDIA Quadro RTX 8000', 'NVIDIA GeForce RTX 2070']",[]
2021/Yang et al. - 2021 - WireRoom model-guided explorative design of abstract wire art,[],[]
2021/Yi et al. - 2021 - TransPose real-time 3D human translation and pose estimation with six inertial sensors,"['NVIDIA GeForce RTX 2080 SUPER', 'NVIDIA GeForce GTX 1080 Ti']","['Intel Core i7-8700', 'Intel Core i7-10750H']"
2021/Yin et al. - 2021 - Discovering diverse athletic jumping strategies,"['NVIDIA GeForce GTX 1080', 'NVIDIA Quadro RTX 6000']",['Intel Core i7-8700K']
2021/Zeltner et al. - 2021 - Monte Carlo estimators for differential light transport,['NVIDIA TITAN RTX'],[]
2021/Zhang et al. - 2021 - Antithetic sampling for Monte Carlo differentiable rendering,[],['Intel Core i7-7820X']
2021/Zhang et al. - 2021 - Consistent depth of moving objects in video,['NVIDIA Tesla P100 PCIe 12 GB'],[]
2021/Zhang et al. - 2021 - Editable free-viewpoint video using a layered neural representation,['NVIDIA GeForce RTX 3090'],[]
2021/Zhang et al. - 2021 - ManipNet neural manipulation synthesis with a hand-object spatial representation,['NVIDIA GeForce RTX 2080'],[]
2021/Zhang et al. - 2021 - Path-space differentiable rendering of participating media,[],['Intel Core i7-7820X']
2021/Zhang et al. - 2021 - ROSEFusion random optimization for online dense reconstruction under fast camera motion,['NVIDIA GeForce RTX 2080 SUPER'],['Intel Core i7-5930K']
2021/Zhu et al. - 2021 - Hierarchical neural reconstruction for path guiding using hybrid path and photon samples,['NVIDIA TITAN RTX'],['Intel Core i9-7960X']
2021/Zhu et al. - 2021 - Neural complex luminaires representation and rendering,"['NVIDIA GeForce RTX 3090', 'NVIDIA GeForce RTX 2080 Ti']",['Intel Core i9-10900KF']
2022/Aigerman et al. - 2022 - Neural jacobian fields learning intrinsic mappings of arbitrary meshes,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2022/Ansari et al. - 2022 - Mixed integer neural inverse design,"['NVIDIA TITAN Xp', 'NVIDIA GeForce GTX TITAN X']",[]
2022/Araújo et al. - 2022 - As-locally-uniform-as-possible reshaping of vector clip-art,[],['Intel Core i7-7700']
2022/Brodt and Bessmeltsev - 2022 - Sketch2Pose estimating a 3D character pose from a bitmap sketch,['NVIDIA GeForce RTX 2080 Ti'],['Intel Core i7-9700K']
2022/Brückler et al. - 2022 - Volume parametrization quantization for hexahedral meshing,[],[]
2022/Bunge et al. - 2022 - Variational quadratic shape functions for polygons and polyhedra,[],[]
2022/Cao et al. - 2022 - Authentic volumetric avatars from a phone scan,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2022/Chandran et al. - 2022 - Local anatomically-constrained facial performance retargeting,[],['Intel Core i7-7700HQ']
2022/Chen et al. - 2022 - A unified newton barrier method for multibody dynamics,['NVIDIA GeForce RTX 3090'],['Intel Core i9-10920X']
2022/Chen et al. - 2022 - Computational design of high-level interlocking puzzles,[],[]
2022/Chen et al. - 2022 - Neural dual contouring,"['NVIDIA GeForce GTX 1080 Ti', 'NVIDIA GeForce RTX 3090']",[]
2022/Chen et al. - 2022 - Simulation and optimization of magnetoelastic thin shells,[],['Intel Core i7-8700']
2022/Chu et al. - 2022 - Physics informed neural fields for smoke reconstruction with sparse data,['NVIDIA Quadro RTX 8000'],[]
2022/De Goes et al. - 2022 - Character articulation through profile curves,[],['Intel Xeon E5-2699 v3']
2022/Deng et al. - 2022 - A moving eulerian-lagrangian particle method for thin film and foam simulation,[],"['AMD Ryzen Threadripper 3990X', 'Intel Core i9-9980HK']"
2022/Du et al. - 2022 - Robust computation of implicit surface networks for piecewise linear functions,[],[]
2022/Duinkharjav et al. - 2022 - Image features influence reaction time a learned probabilistic perceptual model for saccade latency,['NVIDIA GeForce RTX 3090'],[]
2022/Fang et al. - 2022 - TopoCut fast and robust planar cutting of arbitrary domains,[],[]
2022/Fouladi et al. - 2022 - R2E2 low-latency path tracing of terabyte-scale scenes using thousands of cloud CPUs,[],[]
2022/Gal et al. - 2022 - StyleGAN-NADA CLIP-guided domain adaptation of image generators,[],[]
2022/Goel and James - 2022 - Unified many-worlds browsing of arbitrary physics-based animations,[],[]
2022/Grittmann et al. - 2022 - Efficiency-aware multiple importance sampling for bidirectional rendering algorithms,[],['AMD Ryzen 9 3950X']
2022/Guerrero et al. - 2022 - MatFormer a generative model for procedural materials,[],[]
2022/Guo et al. - 2022 - ComplexGen CAD reconstruction by B-rep chain complex generation,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2022/Härkönen et al. - 2022 - Disentangling random and cyclic effects in time-lapse sequences,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2022/Hertz et al. - 2022 - SPAGHETTI editing implicit shapes through part aware generation,['NVIDIA RTX A6000'],[]
2022/Hong et al. - 2022 - AvatarCLIP zero-shot text-driven generation and animation of 3D avatars,[],[]
2022/Hou et al. - 2022 - Iterative poisson surface reconstruction (iPSR) for unoriented points,['NVIDIA GeForce RTX 3090'],['Intel Core i9-11900K']
2022/Hsu et al. - 2022 - A general two-stage initialization for sag-free deformable simulations,[],"['Intel Core i9-9980XE', 'AMD Ryzen Threadripper 3970X', 'Intel Xeon E5-2643 v3', 'AMD Ryzen 9 5950X']"
2022/Hu et al. - 2022 - Photo-to-shape material transfer for diverse structures,[],[]
2022/Hwang et al. - 2022 - Sparse ellipsometry portable acquisition of polarimetric SVBRDF and shape with unstructured flash p,['NVIDIA TITAN RTX'],['Intel Core i9-12900']
2022/Jakob et al. - 2022 - DR.JIT a just-in-time compiler for differentiable rendering,['NVIDIA RTX A6000'],['AMD Ryzen Threadripper 3990X']
2022/Jang et al. - 2022 - Egocentric scene reconstruction from an omnidirectional video,['NVIDIA TITAN RTX'],[]
2022/Jeon et al. - 2022 - Dynamic optimal space partitioning for redirected walking in multi-user environment,['NVIDIA GeForce RTX 3090'],['Intel Core i7-11700']
2022/Jiang et al. - 2022 - Text2Human text-driven controllable human image generation,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2022/Jin et al. - 2022 - NeuralSound learning-based modal sound synthesis with acoustic transfer,['NVIDIA GeForce RTX 3080 Ti'],['Intel Core i7-8700K']
2022/Kim et al. - 2022 - Accommodative holography improving accommodation response for perceptually realistic holographic di,['NVIDIA GeForce RTX 3080 Ti'],[]
2022/Kim et al. - 2022 - Modeling and rendering non-euclidean spaces approximated with concatenated polytopes,['NVIDIA GeForce RTX 3090'],['AMD Ryzen 7 3800X']
2022/Kodnongbua et al. - 2022 - Computational design of passive grippers,[],[]
2022/Korosteleva and Lee - 2022 - NeuralTailor reconstructing sewing pattern structures from 3D point clouds of garments,['NVIDIA TITAN Xp'],[]
2022/Kuang et al. - 2022 - NeROIC neural rendering of objects from online image collections,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2022/Lai et al. - 2022 - Face deblurring using dual camera fusion on mobile phones,['NVIDIA Quadro P5000'],[]
"2022/Lan et al. - 2022 - Affine body dynamics fast, stable and intersection-free simulation of stiff materials",['NVIDIA GeForce RTX 3090'],['Intel Core i9-11900K']
2022/Lan et al. - 2022 - Penetration-free projective dynamics on the GPU,['NVIDIA GeForce RTX 3090'],[]
2022/Lang and Nacenta - 2022 - Perception of letter glyph parameters for InfoTypography,[],[]
2022/Larsson et al. - 2022 - Procedural texturing of solid wood with knots,[],[]
2022/Lecouat et al. - 2022 - High dynamic range and super-resolution from raw image bursts,['NVIDIA TITAN RTX'],[]
2022/Lee et al. - 2022 - Rapid design of articulated objects,[],[]
2022/Lesser et al. - 2022 - Loki a unified multiphysics simulation framework for production,[],[]
2022/Li et al. - 2022 - Computing sparse integer-constrained cones for conformal parameterizations,[],[]
2022/Li et al. - 2022 - Efficient kinetic simulation of two-phase flows,"['NVIDIA RTX A6000', 'NVIDIA GeForce GTX 1080 Ti']",[]
2022/Li et al. - 2022 - Energetically consistent inelasticity for optimization time integration,[],['Intel Core i9-10920X']
"2022/Li et al. - 2022 - EyeNeRF a hybrid representation for photorealistic synthesis, animation and relighting of human eye",['NVIDIA Tesla V100 PCIe 16 GB'],[]
2022/Li et al. - 2022 - Free2CAD parsing freehand drawings into CAD commands,"['NVIDIA GeForce GTX TITAN', 'NVIDIA GeForce RTX 2070 SUPER']",['Intel Core i9-9900T']
2022/Li et al. - 2022 - GANimator neural motion synthesis from a single sequence,['NVIDIA GeForce RTX 2080'],[]
2022/Li et al. - 2022 - Interactive augmented reality storytelling guided by scene semantics,['NVIDIA GeForce RTX 2070'],['Intel Core i7-9700']
2022/Li et al. - 2022 - NIMBLE a non-rigid hand model with bones and muscles,['NVIDIA GeForce RTX 3090'],[]
2022/Lin et al. - 2022 - Generalized resampled importance sampling foundations of ReSTIR,['NVIDIA GeForce RTX 3090'],[]
2022/Liu et al. - 2022 - ASSET autoregressive semantic scene editing with transformers at high resolutions,['NVIDIA A100 PCIe 40 GB'],[]
2022/Liu et al. - 2022 - Automatic quantization for physics-based simulation,"['NVIDIA GeForce RTX 3090', 'NVIDIA GeForce GTX 1080 Ti']",['Intel Core i7-7700K']
2022/Liu et al. - 2022 - DeepFaceVideoEditing sketch-based deep editing of face videos,['NVIDIA GeForce RTX 2080 Ti'],['Intel Core i7-7700']
2022/Luo et al. - 2022 - Artemis articulated neural pets with appearance and motion synthesis,"['NVIDIA TITAN RTX', 'NVIDIA GeForce RTX 3090']",[]
2022/Madan and Levin - 2022 - Fast evaluation of smooth distance constraints on co-dimensional geometry,['NVIDIA TITAN RTX'],[]
"2022/Mantiuk et al. - 2022 - stelaCSF a unified model of contrast sensitivity as the function of spatio-temporal frequency, ecce",[],[]
2022/Matveev et al. - 2022 - DEF deep estimation of sharp geometric features in 3D shapes,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2022/Men et al. - 2022 - DCT-net domain-calibrated translation for portrait stylization,[],[]
2022/Mercier et al. - 2022 - Moving level-of-detail surfaces,[],[]
2022/Mercier-Aubin et al. - 2022 - Adaptive rigidification of elastic solids,[],['Intel Core i7-6700K']
2022/Misso et al. - 2022 - Unbiased and consistent rendering using biased estimators,[],[]
2022/Morsy et al. - 2022 - Shape dithering for 3D printing,[],[]
2022/Müller et al. - 2022 - Instant neural graphics primitives with a multiresolution hash encoding,['NVIDIA GeForce RTX 3090'],[]
2022/Nabizadeh et al. - 2022 - Covector fluids,['NVIDIA GeForce RTX 2080'],['Intel Core i7-9700KF']
2022/Nguyen-Phuoc et al. - 2022 - SNeRF stylized neural implicit representations for 3D scenes,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2022/Nimier-David et al. - 2022 - Unbiased inverse volume rendering with differential trackers,['NVIDIA GeForce RTX 3090'],[]
2022/Padilla et al. - 2022 - Filament based plasma,[],['AMD Ryzen 7 5800X']
2022/Paulin et al. - 2022 - MatBuilder mastering sampling uniformity over projections,[],['Intel Xeon E5-2650 v2']
2022/Pałubicki et al. - 2022 - Ecoclimates climate-response modeling of vegetation,['NVIDIA GeForce GTX 1050'],[]
2022/Peng et al. - 2022 - ASE large-scale reusable adversarial skill embeddings for physically simulated characters,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2022/Pietroni et al. - 2022 - Computational pattern making from 3D garment models,[],[]
2022/Piovarči et al. - 2022 - Closed-loop control of direct ink writing via reinforcement learning,[],[]
2022/Portaneri et al. - 2022 - Alpha wrapping with an offset,[],[]
2022/Qu et al. - 2022 - The power particle-in-cell method,[],['Intel Core i7-9700']
2022/Rath et al. - 2022 - EARS efficiency-aware russian roulette and splitting,[],['AMD Ryzen 9 3950X']
2022/Ren et al. - 2022 - Umbrella meshes elastic mechanisms for freeform shape deployment,[],[]
2022/Rodríguez and Cirio - 2022 - True seams modeling seams in digital garments,['NVIDIA GeForce GTX 1080'],['Intel Core i7-7700K']
2022/Romero et al. - 2022 - Contact-centric deformation learning,[],['Intel Core i7-7700K']
2022/Rückert et al. - 2022 - ADOP approximate differentiable one-pixel point rendering,"['NVIDIA A100 PCIe 40 GB', 'NVIDIA GeForce RTX 3080', 'NVIDIA GeForce RTX 2080 Ti']",[]
2022/Rückert et al. - 2022 - NeAT neural adaptive tomography,[],[]
2022/Salaün et al. - 2022 - Regression-based Monte Carlo integration,[],"['AMD EPYC 7702', 'Intel Core i9-8950HK']"
2022/Sawhney et al. - 2022 - Grid-free Monte Carlo for PDEs with spatially varying coefficients,[],[]
2022/Shao et al. - 2022 - A fast unsmoothed aggregation algebraic multigrid framework for the large-scale simulation of incomp,[],['Intel Xeon E5-2687W']
2022/Sharp and Jacobson - 2022 - Spelunking the deep guaranteed queries on general neural implicit surfaces via range analysis,[],[]
2022/She et al. - 2022 - Learning high-DOF reaching-and-grasping via dynamic representation of gripper-object interaction,[],[]
2022/Shen et al. - 2022 - Which cross fields can be quadrangulated global parameterization from prescribed holonomy signature,[],[]
2022/Shi et al. - 2022 - Seeing through obstructions with diffractive cloaking,[],[]
2022/Sperl et al. - 2022 - Estimation of yarn-level simulation models for production fabrics,[],[]
2022/Starke et al. - 2022 - DeepPhase periodic autoencoders for learning motion phase manifolds,['NVIDIA GeForce RTX 3080'],[]
2022/Steinberg et al. - 2022 - Towards practical physical-optics rendering,[],"['AMD Ryzen 9 5950X', 'AMD Ryzen Threadripper 5990X']"
2022/Su et al. - 2022 - SPCBPT subspace-based probabilistic connections for bidirectional path tracing,['NVIDIA GeForce RTX 2080 SUPER'],['Intel Core i7-10700']
2022/Sun et al. - 2022 - WallPlan synthesizing floorplans by learning to generate wall graphs,['NVIDIA GeForce RTX 3090'],[]
2022/Takayama - 2022 - Compatible intrinsic triangulations,[],['AMD Ryzen 9 3900X']
2022/Tang et al. - 2022 - Real-time controllable motion transition for characters,['NVIDIA GeForce RTX 2080'],['AMD Ryzen 9 3950X']
2022/Tao et al. - 2022 - VEMPIC particle-in-polyhedron fluid simulation for intricate solid boundaries,[],['AMD Ryzen 9 5900X']
2022/Tariq et al. - 2022 - Noise-based enhancement for foveated rendering,['NVIDIA GeForce RTX 2080'],['Intel Core i7-9700KF']
2022/Teh et al. - 2022 - Adjoint nonlinear ray tracing,['NVIDIA GeForce RTX 3090'],[]
2022/Trettner et al. - 2022 - EMBER exact mesh booleans via efficient &amp; robust local arrangements,[],['Intel Core i9-9900K']
2022/Tu et al. - 2022 - Clustered vector textures,[],['AMD Ryzen 9 3950X']
2022/Vicini et al. - 2022 - Differentiable signed distance function rendering,['NVIDIA TITAN RTX'],[]
"2022/Vilesov et al. - 2022 - Blending camera and 77 GHz radar sensing for equitable, robust plethysmography",['NVIDIA Tesla P100 PCIe 12 GB'],[]
2022/Vinker et al. - 2022 - CLIPasso semantically-aware object sketching,[],[]
2022/Wang et al. - 2022 - Dual octree graph networks for learning adaptive volumetric shape representations,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2022/Wang et al. - 2022 - Joint neural phase retrieval and compression for energy- and computation-efficient holography on the,[],[]
2022/Wang et al. - 2022 - Position-free multiple-bounce computations for smith microfacet BSDFs,['NVIDIA GeForce RTX 2080 Ti'],[]
2022/Wang et al. - 2022 - Rewriting geometric rules of a GAN,['NVIDIA RTX A5000'],[]
2022/Wei et al. - 2022 - Approximate convex decomposition for 3D meshes with collision-aware concavity and tree search,[],[]
2022/Wiersma et al. - 2022 - DeltaConv anisotropic operators for geometric deep learning on point clouds,['NVIDIA GeForce RTX 2080 Ti'],[]
2022/Winberg et al. - 2022 - Facial hair tracking for high fidelity performance capture,[],[]
2022/Wolski et al. - 2022 - Dark stereo improving depth perception under low luminance,['NVIDIA GeForce GTX 1080'],['Intel Core i9-8950HK']
2022/Won et al. - 2022 - Physics-based character controllers using conditional VAEs,['NVIDIA Quadro GP100'],[]
2022/Wretborn et al. - 2022 - Guided bubbles and wet foam for realistic whitewater simulation,[],[]
2022/Wu et al. - 2022 - A GPU-based multilevel additive schwarz preconditioner for cloth and deformable body simulation,['NVIDIA GeForce RTX 3080'],['Intel Core i7-9700']
2022/Wu et al. - 2022 - Scalable neural indoor scene rendering,"['NVIDIA GeForce RTX 3090', 'NVIDIA Tesla V100 PCIe 16 GB']",['Intel Xeon E5-2678 v3']
2022/Xiong et al. - 2022 - A clebsch method for free-surface vortical flow simulation,"['NVIDIA Quadro RTX 8000', 'NVIDIA Tesla V100 PCIe 16 GB', 'NVIDIA GeForce RTX 2080 Ti', 'NVIDIA GeForce RTX 2070']",[]
2022/Yan et al. - 2022 - Efficient estimation of boundary integrals for path-space differentiable rendering,['NVIDIA TITAN RTX'],['AMD Ryzen Threadripper PRO 3975WX']
2022/Yang et al. - 2022 - Aδ autodiff for discontinuous programs - applied to shaders,[],[]
2022/Yang et al. - 2022 - Implicit neural representation for physics-driven actuated soft bodies,['NVIDIA GeForce RTX 2080 Ti'],[]
2022/Yang et al. - 2022 - Learning to use chopsticks in diverse gripping styles,[],['Intel Core i9-9980XE']
2022/Yang et al. - 2022 - Neural rendering in a room amodal 3D understanding and free-viewpoint rendering for the closed scen,['NVIDIA GeForce RTX 3090'],[]
2022/Yin et al. - 2022 - Detecting viewer-perceived intended vector sketch connectivity,[],[]
2022/Yu et al. - 2022 - Piecewise-smooth surface fitting onto unstructured 3D sketches,[],[]
2022/Zhao et al. - 2022 - Developability-driven piecewise approximations for triangular meshes,[],['Intel Core i7-8700K']
2022/Zhi et al. - 2022 - Semantically supervised appearance decomposition for virtual staging from a single panorama,['NVIDIA TITAN Xp'],[]
2022/Zhu et al. - 2022 - Practical level-of-detail aggregation of fur appearance,[],['Intel Core i9-10900KF']
2023/Abu Rmaileh and Brunton - 2023 - Meso-Facets for Goniochromatic 3D Printing,[],['AMD Ryzen 9 3900X']
"2023/Alexanderson et al. - 2023 - Listen, Denoise, Action! Audio-Driven Motion Synthesis with Diffusion Models",[],[]
2023/Ao et al. - 2023 - GestureDiffuCLIP Gesture Diffusion Model with CLIP Latents,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2023/Avrahami et al. - 2023 - Blended Latent Diffusion,['NVIDIA A10 PCIe'],[]
2023/Barda et al. - 2023 - Generative Design of Sheet Metal Structures,[],[]
"2023/Bati et al. - 2023 - Coupling Conduction, Convection and Radiative Transfer in a Single Path-Space Application to Infrar",[],[]
2023/Benchekroun et al. - 2023 - Fast Complementary Dynamics via Skinning Eigenmodes,['NVIDIA GeForce RTX 3050 Ti Mobile'],['Intel Core i9-12900HK']
2023/Cao et al. - 2023 - ScanBot Autonomous Reconstruction via Deep Reinforcement Learning,[],[]
2023/Cao et al. - 2023 - Unsupervised Learning of Robust Spectral Shape Matching,[],[]
2023/Chae et al. - 2023 - E╠ütendue Expansion in Holographic Near Eye Displays through Sparse Eye-box Generation Using Lens Arra,"['NVIDIA Quadro P5000', 'NVIDIA GeForce RTX 3080']",['Intel Xeon W-2133']
2023/Chao et al. - 2023 - ColorfulCurves Palette-Aware Lightness Control and Color Editing via Sparse Optimization,[],[]
2023/Charalambous et al. - 2023 - GREIL-Crowds Crowd Simulation with Deep Reinforcement Learning and Examples,[],[]
2023/Chefer et al. - 2023 - Attend-and-Excite Attention-Based Semantic Guidance for Text-to-Image Diffusion Models,[],[]
2023/Chen et al. - 2023 - Complex Wrinkle Field Evolution,[],[]
2023/Chen et al. - 2023 - Dictionary Fields Learning a Neural Basis Decomposition,[],[]
2023/Chen et al. - 2023 - Masonry Shell Structures with Discrete Equivalence Classes,[],[]
2023/Chen et al. - 2023 - Robust Low-Poly Meshing for General 3D Models,[],[]
2023/Chen et al. - 2023 - Shortest Path to Boundary for Self-Intersecting Meshes,['NVIDIA GeForce RTX 3080 Ti'],['AMD Ryzen 9 5950X']
2023/Cheng et al. - 2023 - Topology driven approximation to rational surface-surface intersection via interval algebraic topolo,[],[]
2023/Chermain et al. - 2023 - Orientable Dense Cyclic Infill for Anisotropic Appearance Fabrication,['NVIDIA GeForce RTX 2080'],['Intel Core i7-4770K']
2023/Cordonnier et al. - 2023 - Forming Terrains by Glacial Erosion,['NVIDIA RTX A500'],['Intel Xeon E5-2650']
"2023/Cui et al. - 2023 - Dense, Interlocking-Free and Scalable Spectral Packing of Generic 3D Objects",['NVIDIA GeForce RTX 3090 Ti'],['Intel Core i7-13700K']
2023/Deschaintre et al. - 2023 - The Visual Language of Fabrics,['NVIDIA GeForce RTX 3090'],[]
2023/Du et al. - 2023 - Image vectorization and editing via linear gradient layer decomposition,[],['Intel Core i9-9900K']
2023/Feng et al. - 2023 - Winding Numbers on Discrete Surfaces,[],['Intel Core i9-9980XE']
2023/Ferguson et al. - 2023 - In-Timestep Remeshing for Contacting Elastodynamics,[],['Intel Xeon Platinum 8268']
2023/Finnendahl et al. - 2023 - Efficient Embeddings in Exact Arithmetic,[],"['Intel Core i9-12900K', 'Intel Core i7-4770HQ']"
2023/Freire et al. - 2023 - PCBend Light Up Your 3D Shapes With Foldable Circuit Boards,[],['AMD Ryzen 9 5900X']
2023/Gal et al. - 2023 - Encoder-based Domain Tuning for Fast Personalization of Text-to-Image Models,['NVIDIA A100X'],['Intel A100']
2023/Gao et al. - 2023 - SketchFaceNeRF Sketch-based Facial Generation and Editing in Neural Radiance Fields,['NVIDIA GeForce RTX 3090'],[]
2023/Garces et al. - 2023 - Towards Material Digitization with a Dual-scale Optical System,[],[]
2023/Grandia et al. - 2023 - DOC Differentiable Optimal Control for Retargeting Motions onto Legged Robots,[],[]
2023/Gross et al. - 2023 - Motion from Shape Change,[],[]
2023/Gu et al. - 2023 - FactorMatte Redefining Video Matting for Re-Composition Tasks,[],[]
2023/Heistermann et al. - 2023 - Min-Deviation-Flow in Bi-directed Graphs for T-Mesh Quantization,[],['AMD EPYC 7742']
2023/Hinderink and Campen - 2023 - Galaxy Maps Localized Foliations for Bijective Volumetric Mapping,[],['AMD EPYC 7742']
2023/Hsu et al. - 2023 - Sag-Free Initialization for Strand-Based Hybrid Hair Simulation,['NVIDIA GeForce RTX 3090'],"['AMD Ryzen 9 5950X', 'AMD Ryzen Threadripper 3970X']"
2023/Hua et al. - 2023 - Revisiting controlled mixture sampling for rendering applications,[],[]
2023/Huang et al. - 2023 - ArrangementNet Learning Scene Arrangements for Vectorized Indoor Scene Modeling,['NVIDIA GeForce RTX 3090'],[]
2023/Huang et al. - 2023 - Patternshop Editing Point Patterns by Image Manipulation,['NVIDIA GeForce RTX 2080'],['Intel Core i7-9700KF']
2023/Iluz et al. - 2023 - Word-As-Image for Semantic Typography,[],[]
2023/Is╠º─▒k et al. - 2023 - HumanRF High-Fidelity Neural Radiance Fields for Humans in Motion,[],[]
2023/Jazar and Kry - 2023 - Temporal Set Inversion for Animated Implicits,[],[]
2023/Jeschke and Wojtan - 2023 - Generalizing Shallow Water Simulations with Dispersive Surface Waves,['NVIDIA GeForce RTX 2080 Max-Q'],[]
2023/Jones et al. - 2023 - B-rep Matching for Collaborating Across CAD Systems,['NVIDIA GeForce RTX 2080 Ti'],[]
2023/Jones et al. - 2023 - ShapeCoder Discovering Abstractions for Visual Programs from Unstructured Primitives,['NVIDIA GeForce RTX 3090 Ti'],['Intel Core i7-11700K']
2023/Kerbl et al. - 2023 - 3D Gaussian Splatting for Real-Time Radiance Field Rendering,[],[]
2023/Kim and Lee - 2023 - Potentially Visible Hidden-Volume Rendering for Multi-View Warping,['NVIDIA GeForce RTX 3090'],['Intel Core i9-10900']
2023/Kirschstein et al. - 2023 - NeRSemble Multi-view Radiance Field Reconstruction of Human Heads,['NVIDIA RTX A6000'],[]
2023/Krajancich et al. - 2023 - Towards AttentionÔÇôaware Foveated Rendering,[],[]
2023/Lai et al. - 2023 - Ôêç-Prox Differentiable Proximal Algorithm Modeling for Large-Scale Optimization,['NVIDIA A100X'],[]
2023/Lakshmipathy et al. - 2023 - Contact Edit Artist Tools for Intuitive Modeling of Hand-Object Interactions,[],[]
2023/Lan et al. - 2023 - Second-order Stencil Descent for Interior-point Hyperelasticity,['NVIDIA GeForce RTX 3090'],['Intel Core i9-11900K']
2023/Lee et al. - 2023 - Anatomically Detailed Simulation of Human Torso,[],['AMD Ryzen 9 5950X']
2023/Li and Desbrun - 2023 - Fluid-Solid Coupling in Kinetic Two-Phase Flow Simulation,['NVIDIA RTX A6000'],[]
2023/Li and Yu - 2023 - Generating Activity Snippets by Learning Human-Scene Interactions,[],[]
2023/Li et al. - 2023 - End-to-end Procedural Material Capture with Proxy-Free Mixed-Integer Optimization,[],[]
2023/Li et al. - 2023 - Example-based Motion Synthesis via Generative Motion Matching,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2023/Li et al. - 2023 - Rhizomorph The Coordinated Function of Shoots and Roots,[],['Intel Core i9-10850K']
2023/Lin et al. - 2023 - Semantics and Scheduling for Machine Knitting Compilers,[],[]
2023/Liu and Bommes - 2023 - Locally Meshable Frame Fields,[],['AMD EPYC 7742']
2023/Liu et al. - 2023 - Deployable strip structures,[],"['Intel Core i7-10750H', 'Intel Xeon E5-2699A v4', 'Intel Xeon E5-2699 v3']"
2023/Liu et al. - 2023 - NeRO Neural Geometry and BRDF Reconstruction of Reflective Objects from Multiview Images,[],[]
2023/Liu et al. - 2023 - StripMaker Perception-driven Learned Vector Sketch Consolidation,[],[]
2023/Liu et al. - 2023 - Surface Simplification using Intrinsic Error Metrics,[],['Intel Core i7-8750H']
2023/Lyu et al. - 2023 - Building a Virtual Weakly-Compressible Wind Tunnel Testing Facility,['NVIDIA A100X'],[]
2023/Ma et al. - 2023 - Seeing Photons in Color,[],[]
2023/Maggiordomo et al. - 2023 - Micro-Mesh Construction,['NVIDIA GeForce RTX 4090'],[]
2023/Merrell - 2023 - Example-Based Procedural Modeling Using Graph Grammars,[],[]
2023/Miller et al. - 2023 - Boundary Value Caching for Walk on Spheres,[],[]
2023/Montes Maestre et al. - 2023 - Differentiable Stripe Patterns for Inverse Design of Structured Surfaces,[],[]
2023/Myronova et al. - 2023 - Differential Operators on Sketches via Alpha Contours,[],['Intel Core i9-9900K']
2023/Narumi et al. - 2023 - Inkjet 4D Print Self-folding Tessellated Origami Objects by Inkjet UV Printing,[],[]
2023/Nicolet et al. - 2023 - Recursive Control Variates for Inverse Rendering,[],[]
2023/Nigolian et al. - 2023 - Expansion Cones A Progressive Volumetric Mapping Framework,[],[]
2023/Pandey et al. - 2023 - Juxtaform interactive visual summarization for exploratory shape design,['NVIDIA GeForce RTX 3060 Mobile'],[]
2023/Pang et al. - 2023 - Bodyformer Semantics-guided 3D Body Gesture Synthesis with Transformer,['NVIDIA GeForce RTX 2080 Ti'],[]
2023/Panuelos et al. - 2023 - PolyStokes A Polynomial Model Reduction Method for Viscous Fluid Simulation,[],['AMD Ryzen 5 1400']
2023/Piovarci et al. - 2023 - Skin-Screen A Computational Fabrication Framework for Color Tattoos,[],[]
2023/Qin et al. - 2023 - Split-Lohmann Multifocal Displays,[],[]
2023/Reed et al. - 2023 - Neural Volumetric Reconstruction for Coherent Synthetic Aperture Sonar,['NVIDIA GeForce RTX 3090 Ti'],[]
2023/Reiser et al. - 2023 - MERF Memory-Efficient Radiance Fields for Real-time View Synthesis in Unbounded Scenes,['NVIDIA GeForce RTX 3090'],[]
2023/Royo et al. - 2023 - Virtual Mirrors Non-Line-of-Sight Imaging Beyond the Third Bounce,[],[]
2023/Sawhney et al. - 2023 - Walk on Stars A Grid-Free Monte Carlo Method for PDEs with Neumann Boundary Conditions,[],[]
2023/Seo et al. - 2023 - Semi-supervised reference-based sketch extraction using a contrastive learning framework,[],[]
"2023/Shacklett et al. - 2023 - An Extensible, Data-Oriented Architecture for High-Performance, Many-World Simulation",['NVIDIA GeForce RTX 4090'],"['Intel Core i9-13900HK', 'Intel Core i9-13900K']"
